Session: Session 1,,,
time,LM_2_O2,LM_2_RPM,LM_2_A1
(sec),(AFR),(RPM),(Volt)
399.85153,9.02,1380,1.07
399.93344,9.02,1370,1.07
400.01535,9.02,1360,1.07
400.09729,9.02,1350,1.07
400.17920,9.05,1340,1.08
400.26111,9.05,1330,1.08
400.34305,9.02,1330,1.08
400.42496,9.02,1320,1.08
400.50687,9.04,1320,1.08
400.58881,9.06,1310,1.08
400.67072,9.08,1310,1.08
400.75266,9.09,1300,1.08
400.83456,9.09,1300,1.08
400.91647,9.09,1290,1.08
400.99841,9.09,1290,1.08
401.08032,9.12,1290,1.08
401.16223,9.12,1290,1.08
401.24417,9.11,1290,1.08
401.32608,9.11,1290,1.08
401.40799,9.11,1290,1.08
401.48993,9.11,1290,1.08
401.57184,9.12,1290,1.08
401.65375,9.13,1290,1.09
401.73569,9.12,1290,1.09
401.81760,9.13,1290,1.09
401.89951,9.12,1290,1.08
401.98145,9.12,1290,1.09
402.06335,9.14,1290,1.09
402.14529,9.13,1290,1.08
402.22720,9.13,1290,1.08
402.30911,9.12,1290,1.08
402.39105,9.13,1290,1.08
402.47296,9.14,1290,1.08
402.55487,9.13,1290,1.08
402.63681,9.14,1290,1.04
402.71872,9.14,1290,1.01
402.80063,9.13,1290,0.96
402.88257,9.11,1280,0.91
402.96448,9.11,1270,0.91
403.04639,9.12,1260,0.91
403.12833,9.11,1250,0.92
403.21024,9.11,1230,0.93
403.29214,9.13,1210,0.94
403.37408,9.16,1190,0.94
403.45599,9.15,1180,0.85
403.53793,9.14,1170,0.75
403.61984,9.12,1150,0.70
403.70175,9.09,1130,0.65
403.78369,9.10,1100,0.66
403.86560,9.07,1070,0.67
403.94751,9.08,1040,0.69
404.02945,9.08,1000,0.71
404.11136,9.11,980,0.71
404.19327,9.16,950,0.72
404.27521,9.22,940,0.72
404.35712,9.29,920,0.71
404.43903,9.35,910,0.71
404.52097,9.36,900,0.71
404.60287,9.34,900,0.71
404.68481,9.30,900,0.71
404.76672,9.26,900,0.73
404.84863,9.22,890,0.74
404.93057,9.21,890,0.78
405.01248,9.20,880,0.81
405.09439,9.21,890,0.83
405.17633,9.22,890,0.84
405.25824,9.22,900,0.86
405.34015,9.23,900,0.87
405.42209,9.24,910,0.89
405.50400,9.23,920,0.91
405.58591,9.22,930,0.94
405.66785,9.21,940,0.96
405.74976,9.20,960,0.99
405.83167,9.18,970,1.01
405.91360,9.17,990,1.01
405.99551,9.17,1010,1.00
406.07745,9.20,1030,1.00
406.15936,9.21,1050,0.99
406.24127,9.22,1060,0.98
406.32321,9.23,1070,0.98
406.40512,9.25,1080,0.98
406.48703,9.27,1090,0.98
406.56897,9.30,1100,0.98
406.65088,9.28,1100,0.98
406.73279,9.27,1110,1.00
406.81473,9.27,1110,1.02
406.89664,9.26,1120,1.04
406.97855,9.26,1120,1.06
407.06049,9.27,1130,1.07
407.14240,9.28,1140,1.08
407.22433,9.28,1150,1.08
407.30624,9.31,1160,1.09
407.38815,9.30,1170,1.09
407.47009,9.29,1180,1.08
407.55200,9.29,1190,1.08
407.63391,9.30,1200,1.08
407.71585,9.31,1210,1.08
407.79776,9.33,1210,1.07
407.87967,9.30,1220,1.07
407.96161,9.29,1220,1.07
408.04352,9.31,1230,1.07
408.12543,9.31,1230,1.07
408.20737,9.29,1230,1.07
408.28928,9.29,1230,1.07
408.37119,9.29,1230,1.07
408.45313,9.29,1230,1.07
408.53503,9.29,1240,1.07
408.61697,9.27,1240,1.07
408.69888,9.26,1240,1.04
408.78079,9.26,1240,1.01
408.86273,9.27,1240,0.87
408.94464,9.26,1230,0.72
409.02655,9.26,1200,0.62
409.10849,9.24,1170,0.52
409.19040,9.23,1120,0.54
409.27231,9.21,1060,0.56
409.35425,9.21,1060,0.59
409.43616,9.21,1060,0.61
409.51807,9.22,1010,0.62
409.60001,9.22,950,0.63
409.68192,9.24,920,0.64
409.76385,9.33,880,0.64
409.84576,9.42,880,0.64
409.92767,9.54,880,0.63
410.00961,9.65,860,0.63
410.09152,9.71,840,0.63
410.17343,9.71,830,0.63
410.25537,9.69,810,0.63
410.33728,9.64,800,0.63
410.41919,9.58,790,0.63
410.50113,9.54,790,0.63
410.58304,9.49,790,0.63
410.66495,9.47,780,0.63
410.74689,9.44,770,0.63
410.82880,9.43,770,0.63
410.91071,9.42,760,0.63
410.99265,9.41,760,0.63
411.07455,9.40,750,0.63
411.15649,9.39,750,0.63
411.23840,9.40,750,0.64
411.32031,9.41,750,0.64
411.40225,9.43,740,0.65
411.48416,9.43,740,0.65
411.56607,9.43,730,0.64
411.64801,9.43,730,0.65
411.72992,9.42,730,0.65
411.81183,9.43,730,0.65
411.89377,9.43,730,0.66
411.97568,9.43,730,0.66
412.05759,9.42,720,0.66
412.13953,9.43,720,0.67
412.22144,9.43,720,0.67
412.30338,9.44,720,0.68
412.38528,9.44,710,0.68
412.46719,9.45,710,0.69
412.54913,9.43,700,0.69
412.63104,9.45,700,0.69
412.71295,9.46,700,0.69
412.79489,9.47,700,0.70
412.87680,9.47,690,0.70
412.95871,9.48,690,0.70
413.04065,9.48,690,0.69
413.12256,9.48,690,0.69
413.20447,9.48,690,0.69
413.28641,9.48,690,0.69
413.36832,9.46,690,0.69
413.45023,9.45,690,0.69
413.53217,9.43,690,0.68
413.61407,9.43,690,0.68
413.69601,9.44,690,0.67
413.77792,9.45,690,0.67
413.85983,9.47,690,0.67
413.94177,9.49,690,0.67
414.02368,9.52,690,0.67
414.10559,9.51,690,0.67
414.18753,9.52,690,0.67
414.26944,9.50,690,0.68
414.35135,9.50,690,0.68
414.43329,9.49,690,0.68
414.51520,9.51,690,0.68
414.59711,9.51,690,0.68
414.67905,9.53,690,0.68
414.76096,9.53,690,0.68
414.84286,9.54,690,0.68
414.92480,9.54,690,0.68
415.00671,9.54,690,0.68
415.08865,9.54,690,0.68
415.17056,9.54,690,0.68
415.25247,9.52,690,0.68
415.33441,9.50,690,0.68
415.41632,9.48,690,0.68
415.49823,9.48,690,0.68
415.58017,9.47,690,0.68
415.66208,9.48,690,0.68
415.74399,9.48,690,0.69
415.82593,9.50,690,0.70
415.90784,9.52,690,0.71
415.98975,9.53,680,0.71
416.07169,9.54,680,0.72
416.15359,9.55,680,0.73
416.23553,9.56,670,0.74
416.31744,9.56,660,0.75
416.39935,9.57,660,0.76
416.48129,9.55,650,0.76
416.56320,9.54,650,0.76
416.64511,9.53,650,0.76
416.72705,9.51,650,0.77
416.80896,9.56,640,0.77
416.89087,9.50,640,0.77
416.97281,9.50,630,0.77
417.05472,9.49,630,0.78
417.13663,9.50,630,0.78
417.21857,9.49,630,0.78
417.30048,9.49,620,0.78
417.38239,9.48,620,0.79
417.46432,9.48,610,0.79
417.54623,9.49,610,0.79
417.62817,9.49,610,0.79
417.71008,9.49,610,0.79
417.79199,9.47,610,0.79
417.87393,9.46,610,0.79
417.95584,9.44,610,0.79
418.03775,9.44,610,0.79
418.11969,9.53,610,0.79
418.20160,9.42,610,0.79
418.28351,9.45,610,0.79
418.36545,9.46,610,0.79
418.44736,9.46,610,0.78
418.52927,9.46,610,0.79
418.61121,9.46,610,0.79
418.69312,9.47,610,0.79
418.77505,9.46,610,0.78
418.85696,9.48,610,0.79
418.93887,9.46,600,0.80
419.02081,9.47,600,0.81
419.10272,9.49,600,0.81
419.18463,9.51,600,0.82
419.26657,9.50,590,0.82
419.34848,9.49,590,0.82
419.43039,9.49,590,0.82
419.51233,9.49,590,0.82
419.59424,9.47,590,0.82
419.67615,9.48,590,0.82
419.75809,9.46,590,0.82
419.84000,9.47,590,0.82
419.92191,9.43,590,0.81
420.00385,9.43,590,0.81
420.08575,9.44,590,0.81
420.16769,9.42,590,0.81
420.24960,9.45,590,0.81
420.33151,9.43,590,0.82
420.41345,9.43,590,0.82
420.49536,9.45,590,0.81
420.57727,9.45,590,0.81
420.65921,9.44,590,0.81
420.74112,9.45,590,0.81
420.82303,9.45,590,0.82
420.90497,9.45,590,0.82
420.98688,9.44,590,0.82
421.06879,9.45,590,0.81
421.15073,9.42,590,0.81
421.23264,9.44,590,0.81
421.31458,9.43,590,0.81
421.39648,9.44,590,0.81
421.47839,9.48,590,0.81
421.56033,9.48,590,0.81
421.64224,9.50,590,0.81
421.72415,9.50,590,0.81
421.80609,9.49,590,0.82
421.88800,9.49,590,0.82
421.96991,9.46,590,0.82
422.05185,9.47,590,0.82
422.13376,9.46,590,0.81
422.21567,9.46,590,0.81
422.29761,9.48,590,0.81
422.37952,9.49,590,0.80
422.46143,9.49,590,0.81
422.54337,9.47,590,0.81
422.62527,9.46,590,0.81
422.70721,9.46,590,0.81
422.78912,9.45,590,0.82
422.87103,9.46,590,0.82
422.95297,9.50,590,0.82
423.03488,9.45,590,0.82
423.11679,9.46,590,0.82
423.19873,9.48,590,0.81
423.28064,9.48,590,0.82
423.36255,9.46,590,0.82
423.44449,9.47,590,0.82
423.52640,9.46,590,0.81
423.60831,9.45,590,0.82
423.69025,9.45,590,0.82
423.77216,9.41,590,0.82
423.85406,9.42,590,0.82
423.93600,9.40,590,0.82
424.01791,9.41,590,0.82
424.09985,9.42,590,0.82
424.18176,9.41,590,0.81
424.26367,9.43,590,0.82
424.34561,9.42,590,0.82
424.42752,9.44,590,0.82
424.50943,9.45,590,0.81
424.59137,9.43,590,0.82
424.67328,9.43,590,0.82
424.75519,9.40,590,0.82
424.83713,9.39,590,0.82
424.91904,9.38,590,0.82
425.00095,9.39,590,0.82
425.08289,9.41,590,0.82
425.16479,9.39,590,0.82
425.24673,9.43,590,0.82
425.32864,9.43,590,0.82
425.41055,9.45,590,0.82
425.49249,9.47,590,0.82
425.57440,9.46,590,0.82
425.65631,9.50,590,0.81
425.73825,9.48,590,0.82
425.82016,9.48,590,0.82
425.90207,9.48,590,0.81
425.98401,9.46,590,0.81
426.06592,9.47,590,0.81
426.14783,9.47,590,0.81
426.22977,9.46,590,0.82
426.31168,9.45,590,0.82
426.39359,9.44,590,0.82
426.47552,9.43,590,0.82
426.55743,9.42,590,0.82
426.63937,9.42,590,0.81
426.72128,9.43,590,0.82
426.80319,9.41,590,0.82
426.88513,9.42,590,0.82
426.96704,9.40,590,0.82
427.04895,9.40,590,0.82
427.13089,9.40,590,0.83
427.21280,9.40,590,0.83
427.29471,9.43,580,0.82
427.37665,9.43,580,0.82
427.45856,9.45,580,0.82
427.54047,9.45,580,0.81
427.62241,9.45,580,0.81
427.70432,9.47,580,0.81
427.78625,9.45,580,0.82
427.86816,9.49,580,0.82
427.95007,9.47,580,0.82
428.03201,9.46,580,0.83
428.11392,9.46,580,0.83
428.19583,9.42,580,0.84
428.27777,9.43,580,0.84
428.35968,9.42,580,0.83
428.44159,9.42,580,0.82
428.52353,9.43,580,0.82
428.60544,9.42,580,0.82
428.68735,9.41,580,0.82
428.76929,9.39,580,0.82
428.85120,9.37,580,0.83
428.93311,9.37,580,0.83
429.01505,9.35,580,0.82
429.09695,9.36,580,0.82
429.17889,9.36,580,0.82
429.26080,9.37,580,0.81
429.34271,9.38,580,0.81
429.42465,9.36,580,0.81
429.50656,9.38,580,0.82
429.58847,9.37,580,0.82
429.67041,9.39,580,0.82
429.75232,9.42,580,0.81
429.83423,9.41,580,0.81
429.91617,9.43,580,0.81
429.99808,9.41,580,0.81
430.07999,9.42,580,0.81
430.16193,9.42,580,0.81
430.24384,9.40,580,0.81
430.32578,9.41,580,0.82
430.40768,9.40,580,0.82
430.48959,9.42,580,0.82
430.57153,9.43,580,0.82
430.65344,9.43,580,0.82
430.73535,9.47,580,0.82
430.81729,9.47,580,0.82
430.89920,9.47,580,0.82
430.98111,9.48,580,0.82
431.06305,9.47,580,0.82
431.14496,9.46,580,0.82
431.22687,9.43,580,0.81
431.30881,9.45,580,0.82
431.39072,9.44,580,0.82
431.47263,9.43,580,0.83
431.55457,9.43,580,0.83
431.63647,9.41,580,0.83
431.71841,9.42,580,0.82
431.80032,9.42,580,0.82
431.88223,9.42,580,0.82
431.96417,9.42,580,0.82
432.04608,9.40,580,0.81
432.12799,9.42,580,0.82
432.20993,9.43,580,0.82
432.29184,9.43,580,0.82
432.37375,9.45,580,0.82
432.45569,9.44,580,0.82
432.53760,9.46,580,0.82
432.61951,9.44,580,0.82
432.70145,9.44,580,0.82
432.78336,9.44,580,0.82
432.86526,9.42,580,0.82
432.94720,9.44,580,0.82
433.02911,9.42,580,0.82
433.11105,9.44,580,0.82
433.19296,9.45,580,0.82
433.27487,9.44,580,0.82
433.35681,9.41,580,0.81
433.43872,9.42,580,0.81
433.52063,9.42,580,0.80
433.60257,9.41,580,0.81
433.68448,9.41,580,0.81
433.76639,9.42,580,0.81
433.84833,9.40,580,0.81
433.93024,9.42,580,0.81
434.01215,9.42,580,0.81
434.09409,9.42,580,0.82
434.17599,9.43,580,0.82
434.25793,9.43,580,0.82
434.33984,9.44,580,0.82
434.42175,9.42,580,0.82
434.50369,9.43,580,0.82
434.58560,9.43,580,0.82
434.66751,9.42,580,0.81
434.74945,9.43,580,0.81
434.83136,9.40,580,0.81
434.91327,9.40,580,0.81
434.99521,9.40,580,0.81
435.07712,9.39,580,0.81
435.15903,9.41,580,0.81
435.24097,9.40,580,0.82
435.32288,9.43,580,0.82
435.40479,9.44,580,0.81
435.48672,9.44,580,0.80
435.56863,9.47,580,0.80
435.65057,9.46,580,0.80
435.73248,9.47,590,0.79
435.81439,9.45,590,0.78
435.89633,9.44,590,0.78
435.97824,9.46,590,0.78
436.06015,9.44,600,0.78
436.14209,4.85,600,0.78
436.22400,4.85,600,0.78
436.30591,4.85,600,0.78
436.38785,4.85,600,0.78
436.46976,4.85,600,0.78
436.55167,4.85,600,0.78
436.63361,4.85,600,0.77
436.71552,4.85,600,0.78
436.79745,4.85,600,0.79
436.87936,4.85,600,0.80
436.96127,4.85,600,0.80
437.04321,4.85,600,0.81
437.12512,4.85,590,0.81
437.20703,4.85,590,0.81
437.28897,4.85,590,0.81
437.37088,4.85,590,0.82
437.45279,4.85,590,0.82
437.53473,4.85,590,0.82
437.61664,4.85,590,0.82
437.69855,4.85,590,0.82
437.78049,4.85,590,0.82
437.86240,4.85,590,0.82
437.94431,4.85,590,0.81
438.02625,4.85,590,0.82
438.10815,4.85,590,0.82
438.19009,4.85,590,0.82
438.27200,4.85,590,0.82
438.35391,4.85,590,0.82
438.43585,4.85,590,0.82
438.51776,4.85,590,0.82
438.59967,4.85,590,0.81
438.68161,4.85,590,0.81
438.76352,4.85,590,0.81
438.84543,4.85,590,0.81
438.92737,4.85,590,0.81
439.00928,4.85,590,0.82
439.09119,4.85,590,0.82
439.17313,4.85,590,0.82
439.25504,4.85,590,0.81
439.33698,4.85,590,0.81
439.41888,4.85,590,0.81
439.50079,4.85,590,0.81
439.58273,4.85,590,0.81
439.66464,4.85,590,0.81
439.74655,4.85,590,0.81
439.82849,4.85,590,0.82
439.91040,4.85,590,0.82
439.99231,4.85,590,0.82
440.07425,4.85,590,0.81
440.15616,4.85,590,0.81
440.23807,4.85,590,0.81
440.32001,4.85,590,0.82
440.40192,4.85,590,0.82
440.48383,4.85,590,0.82
440.56577,4.85,590,0.82
440.64767,4.85,590,0.82
440.72961,4.85,590,0.81
440.81152,4.85,590,0.81
440.89343,4.85,590,0.81
440.97537,4.85,590,0.82
441.05728,4.85,590,0.82
441.13919,4.85,590,0.82
441.22113,4.85,580,0.82
441.30304,4.85,580,0.82
441.38495,4.85,580,0.81
441.46689,4.85,580,0.81
441.54880,4.85,580,0.81
441.63071,4.85,580,0.81
441.71265,4.85,580,0.81
441.79456,4.85,580,0.81
441.87646,4.85,580,0.80
441.95840,4.85,580,0.80
442.04031,4.85,580,0.80
442.12225,4.85,580,0.81
442.20416,4.85,580,0.81
442.28607,4.85,580,0.81
442.36801,4.85,580,0.81
442.44992,4.85,580,0.81
442.53183,4.85,580,0.80
442.61377,4.85,580,0.80
442.69568,4.85,580,0.80
442.77759,4.85,580,0.81
442.85953,4.85,580,0.81
442.94144,4.85,580,0.81
443.02335,4.85,580,0.81
443.10529,4.85,580,0.81
443.18719,4.85,580,0.81
443.26913,4.85,580,0.82
443.35104,4.85,580,0.82
443.43295,4.85,580,0.82
443.51489,4.85,580,0.82
443.59680,4.85,580,0.82
443.67871,4.85,580,0.82
443.76065,4.85,580,0.81
443.84256,4.85,580,0.80
443.92447,4.85,580,0.80
444.00641,4.85,580,0.80
444.08832,4.85,580,0.80
444.17023,4.85,580,0.80
444.25217,4.85,580,0.80
444.33408,4.85,580,0.80
444.41599,4.85,580,0.81
444.49792,4.85,580,0.81
444.57983,4.85,580,0.81
444.66177,4.85,580,0.81
444.74368,4.85,580,0.81
444.82559,4.85,580,0.81
444.90753,4.85,580,0.81
444.98944,4.85,580,0.81
445.07135,4.85,580,0.81
445.15329,4.85,580,0.81
445.23520,4.85,580,0.81
445.31711,4.85,580,0.81
445.39905,4.85,580,0.81
445.48096,4.85,580,0.80
445.56287,4.85,580,0.80
445.64481,4.85,580,0.80
445.72672,4.85,580,0.80
445.80865,4.85,580,0.80
445.89056,4.85,580,0.81
445.97247,4.85,580,0.81
446.05441,4.85,580,0.81
446.13632,4.85,580,0.81
446.21823,4.85,580,0.81
446.30017,4.85,580,0.81
446.38208,9.22,580,0.81
446.46399,9.28,580,0.80
446.54593,9.33,580,0.81
446.62784,9.33,580,0.81
446.70975,9.34,580,0.81
446.79169,9.35,580,0.81
446.87360,9.35,580,0.79
446.95551,9.38,580,0.78
447.03745,9.38,580,0.79
447.11935,9.39,580,0.81
447.20129,9.40,580,0.81
447.28320,9.40,580,0.81
447.36511,9.43,580,0.81
447.44705,9.42,580,0.80
447.52896,9.43,580,0.80
447.61087,9.42,580,0.80
447.69281,9.43,580,0.81
447.77472,9.44,580,0.81
447.85663,9.42,580,0.81
447.93857,9.43,580,0.81
448.02048,9.40,580,0.81
448.10239,9.40,580,0.81
448.18433,9.40,580,0.81
448.26624,9.37,580,0.81
448.34818,9.38,580,0.81
448.43008,9.36,580,0.81
448.51199,9.37,580,0.81
448.59393,9.36,580,0.81
448.67584,9.35,580,0.81
448.75775,9.36,580,0.81
448.83969,9.37,580,0.81
448.92160,9.40,580,0.81
449.00351,9.41,580,0.81
449.08545,9.40,580,0.81
449.16736,9.39,580,0.81
449.24927,9.37,580,0.81
449.33121,9.40,580,0.81
449.41312,9.40,580,0.80
449.49503,9.39,580,0.80
449.57697,9.38,580,0.80
449.65887,9.37,580,0.80
449.74081,9.39,580,0.80
449.82272,9.37,580,0.81
449.90463,9.38,580,0.81
449.98657,9.39,580,0.81
450.06848,9.39,580,0.81
450.15039,9.41,580,0.81
450.23233,9.41,580,0.81
450.31424,9.42,580,0.81
450.39615,9.44,580,0.81
450.47809,9.45,580,0.81
450.56000,9.49,580,0.81
450.64191,9.48,580,0.81
450.72385,9.48,580,0.81
450.80576,9.47,580,0.81
450.88766,9.43,580,0.81
450.96960,9.42,580,0.81
451.05151,9.38,580,0.80
451.13345,9.38,580,0.81
451.21536,9.37,580,0.81
451.29727,9.38,580,0.81
451.37921,9.40,580,0.80
451.46112,9.39,580,0.80
451.54303,9.41,580,0.80
451.62497,9.39,580,0.80
451.70688,9.38,580,0.80
451.78879,9.39,580,0.80
451.87073,9.38,580,0.80
451.95264,9.40,580,0.80
452.03455,9.41,580,0.80
452.11649,9.41,580,0.81
452.19839,9.41,580,0.81
452.28033,9.39,580,0.81
452.36224,9.39,580,0.81
452.44415,9.37,580,0.81
452.52609,9.40,580,0.81
452.60800,9.41,580,0.81
452.68991,9.42,580,0.81
452.77185,9.45,580,0.81
452.85376,9.44,580,0.81
452.93567,9.45,580,0.81
453.01761,9.44,580,0.80
453.09952,9.42,580,0.80
453.18143,9.43,580,0.80
453.26337,9.41,580,0.81
453.34528,9.42,580,0.81
453.42719,9.40,580,0.80
453.50912,9.40,580,0.80
453.59103,9.40,580,0.80
453.67297,9.39,580,0.80
453.75488,9.40,580,0.80
453.83679,9.38,580,0.81
453.91873,9.38,580,0.81
454.00064,9.37,580,0.80
454.08255,9.37,580,0.81
454.16449,9.40,580,0.81
454.24640,9.38,580,0.81
454.32831,9.42,580,0.81
454.41025,9.43,580,0.81
454.49216,9.43,580,0.81
454.57407,9.43,580,0.81
454.65601,9.41,580,0.81
454.73792,9.41,580,0.81
454.81985,9.40,580,0.80
454.90176,9.40,580,0.80
454.98367,9.41,580,0.80
455.06561,9.38,580,0.81
455.14752,9.40,580,0.81
455.22943,9.38,580,0.81
455.31137,9.39,580,0.81
455.39328,9.40,580,0.81
455.47519,9.41,580,0.80
455.55713,9.43,580,0.81
455.63904,9.43,580,0.81
455.72095,9.43,580,0.81
455.80289,9.44,580,0.81
455.88480,9.43,580,0.82
455.96671,9.44,580,0.82
456.04865,9.43,580,0.82
456.13055,9.44,580,0.81
456.21249,9.43,580,0.81
456.29440,9.42,580,0.81
456.37631,9.43,580,0.81
456.45825,9.40,580,0.80
456.54016,9.41,580,0.80
456.62207,9.40,580,0.80
456.70401,9.38,580,0.81
456.78592,9.39,580,0.81
456.86783,9.40,580,0.81
456.94977,9.39,580,0.81
457.03168,9.39,580,0.81
457.11359,9.42,580,0.81
457.19553,9.42,580,0.81
457.27744,9.42,580,0.80
457.35938,9.44,580,0.80
457.44128,9.39,580,0.80
457.52319,9.41,580,0.81
457.60513,9.40,580,0.81
457.68704,9.38,580,0.81
457.76895,9.38,580,0.80
457.85089,9.36,580,0.80
457.93280,9.36,580,0.80
458.01471,9.34,580,0.80
458.09665,9.33,580,0.80
458.17856,9.34,580,0.80
458.26047,9.35,580,0.80
458.34241,9.37,580,0.80
458.42432,9.39,580,0.80
458.50623,9.41,580,0.81
458.58817,9.44,580,0.81
458.67007,9.43,580,0.81
458.75201,9.45,580,0.81
458.83392,9.45,580,0.81
458.91583,9.45,580,0.80
458.99777,9.46,580,0.81
459.07968,9.45,580,0.81
459.16159,9.45,580,0.81
459.24353,9.42,580,0.80
459.32544,9.41,580,0.80
459.40735,9.40,580,0.80
459.48929,9.38,580,0.80
459.57120,9.40,580,0.80
459.65311,9.38,580,0.80
459.73505,9.39,580,0.80
459.81696,9.38,580,0.80
459.89886,9.38,580,0.81
459.98080,9.39,580,0.81
460.06271,9.39,580,0.81
460.14465,9.41,580,0.81
460.22656,9.42,580,0.81
460.30847,9.42,580,0.82
460.39041,9.43,580,0.82
460.47232,9.41,580,0.81
460.55423,9.42,580,0.81
460.63617,9.40,580,0.81
460.71808,9.40,580,0.81
460.79999,9.39,580,0.81
460.88193,9.38,580,0.81
460.96384,9.39,580,0.81
461.04575,9.37,580,0.80
461.12769,9.38,580,0.81
461.20959,9.39,580,0.81
461.29153,9.39,580,0.80
461.37344,9.40,580,0.80
461.45535,9.39,590,0.80
461.53729,9.40,590,0.79
461.61920,9.40,590,0.79
461.70111,9.40,590,0.79
461.78305,9.41,590,0.80
461.86496,9.40,590,0.80
461.94687,9.41,590,0.80
462.02881,9.40,590,0.80
462.11072,9.41,590,0.80
462.19263,9.46,590,0.80
462.27457,9.41,590,0.80
462.35648,9.42,590,0.80
462.43839,9.40,590,0.81
462.52032,9.40,590,0.81
462.60223,9.44,590,0.81
462.68417,9.39,590,0.80
462.76608,9.40,590,0.80
462.84799,9.39,590,0.80
462.92993,9.46,590,0.81
463.01184,9.40,590,0.81
463.09375,9.39,590,0.81
463.17569,9.40,590,0.80
463.25760,9.41,590,0.81
463.33951,9.40,590,0.81
463.42145,9.39,590,0.81
463.50336,9.39,590,0.81
463.58527,9.39,590,0.81
463.66721,9.37,590,0.81
463.74911,9.38,590,0.81
463.83105,9.37,590,0.80
463.91296,9.38,590,0.80
463.99487,9.39,590,0.80
464.07681,9.38,590,0.80
464.15872,9.39,590,0.80
464.24063,9.38,590,0.80
464.32257,9.39,590,0.80
464.40448,9.41,590,0.80
464.48639,9.41,590,0.80
464.56833,9.45,590,0.80
464.65024,9.44,590,0.80
464.73215,9.45,590,0.81
464.81409,9.43,590,0.81
464.89600,9.41,590,0.81
464.97791,9.40,590,0.81
465.05984,9.37,590,0.81
465.14175,9.36,590,0.81
465.22369,9.30,590,0.81
465.30560,9.34,590,0.80
465.38751,9.34,590,0.80
465.46945,9.34,590,0.80
465.55136,9.36,590,0.81
465.63327,9.38,590,0.81
465.71521,9.38,590,0.82
465.79712,9.37,590,0.82
465.87903,9.35,590,0.82
465.96097,9.37,590,0.81
466.04288,9.36,590,0.81
466.12479,9.36,590,0.81
466.20673,9.37,590,0.81
466.28864,9.37,590,0.81
466.37057,9.39,590,0.81
466.45248,9.38,590,0.81
466.53439,9.38,590,0.81
466.61633,9.38,590,0.81
466.69824,9.37,590,0.81
466.78015,9.39,590,0.81
466.86209,9.37,590,0.81
466.94400,9.38,590,0.81
467.02591,9.37,590,0.81
467.10785,9.37,590,0.81
467.18976,9.38,590,0.81
467.27167,9.39,590,0.81
467.35361,9.41,590,0.81
467.43552,9.39,590,0.81
467.51743,9.40,590,0.81
467.59937,9.40,590,0.81
467.68127,9.38,590,0.81
467.76321,9.39,590,0.81
467.84512,9.36,590,0.81
467.92703,9.36,580,0.81
468.00897,9.36,580,0.82
468.09088,9.35,580,0.82
468.17279,9.37,580,0.82
468.25473,9.37,580,0.81
468.33664,9.38,580,0.82
468.41855,9.38,580,0.82
468.50049,9.36,580,0.81
468.58240,9.35,580,0.81
468.66431,9.33,580,0.81
468.74625,9.33,580,0.82
468.82816,9.32,580,0.81
468.91010,9.31,580,0.81
468.99200,9.33,580,0.81
469.07391,9.31,580,0.81
469.15585,9.34,580,0.81
469.23776,9.36,580,0.81
469.31967,9.38,580,0.81
469.40161,9.41,580,0.81
469.48352,9.40,580,0.92
469.56543,9.41,580,1.04
469.64737,9.39,590,1.16
469.72928,9.39,600,1.29
469.81119,9.38,650,1.24
469.89313,9.37,690,1.19
469.97504,9.38,740,1.12
470.05695,9.35,790,1.06
470.13889,9.10,830,1.05
470.22079,8.84,870,1.03
470.30273,8.76,900,1.20
470.38464,8.84,930,1.36
470.46655,9.00,980,1.40
470.54849,9.18,1020,1.43
470.63040,9.28,1080,1.40
470.71231,9.20,1130,1.36
470.79425,9.04,1180,1.35
470.87616,9.06,1220,1.34
470.95807,9.13,1250,1.33
471.04001,9.20,1280,1.32
471.12192,9.23,1300,1.32
471.20383,9.21,1320,1.32
471.28577,9.18,1340,1.32
471.36768,9.15,1350,1.32
471.44958,9.13,1360,1.32
471.53152,9.09,1370,1.31
471.61343,9.08,1380,1.31
471.69537,9.06,1380,1.31
471.77728,9.04,1390,1.32
471.85919,9.01,1390,1.32
471.94113,9.01,1390,1.32
472.02304,9.00,1390,1.32
472.10495,9.01,1390,1.32
472.18689,9.02,1390,1.32
472.26880,8.98,1400,1.31
472.35071,8.97,1400,1.31
472.43265,8.97,1400,1.30
472.51456,8.97,1400,1.30
472.59647,8.95,1400,1.28
472.67841,8.96,1400,1.25
472.76031,8.93,1400,1.15
472.84225,8.90,1390,1.06
472.92416,8.89,1370,1.04
473.00607,8.84,1350,1.01
473.08801,8.81,1330,1.03
473.16992,8.85,1310,1.04
473.25183,8.89,1290,1.05
473.33377,8.97,1270,1.06
473.41568,8.98,1260,1.07
473.49759,8.97,1240,1.07
473.57953,8.93,1230,1.07
473.66144,8.91,1220,1.07
473.74335,8.91,1220,1.07
473.82529,8.93,1210,1.07
473.90720,8.94,1210,1.07
473.98911,8.96,1200,1.07
474.07104,8.96,1200,1.07
474.15295,8.98,1200,1.07
474.23489,8.98,1200,1.08
474.31680,8.99,1200,1.09
474.39871,8.98,1210,1.13
474.48065,8.98,1210,1.17
474.56256,9.01,1220,1.19
474.64447,9.04,1230,1.22
474.72641,9.14,1250,1.22
474.80832,9.08,1260,1.22
474.89023,9.08,1280,1.22
474.97217,9.06,1290,1.21
475.05408,9.08,1310,1.23
