Session: Session 1,,,
time,LM_2_O2,LM_2_RPM,LM_2_A1
(sec),(AFR),(RPM),(Volt)
203.81696,9.10,1400,1.12
203.89888,9.11,1400,1.12
203.98080,9.13,1400,1.12
204.06271,9.13,1400,1.12
204.14464,9.13,1400,1.12
204.22656,9.13,1400,1.12
204.30849,9.20,1400,1.12
204.39040,9.12,1400,1.12
204.47232,9.11,1400,1.12
204.55424,9.10,1400,1.12
204.63615,9.10,1400,1.12
204.71808,9.11,1400,1.12
204.80000,9.12,1390,1.12
204.88193,9.11,1390,1.12
204.96384,9.11,1390,1.12
205.04576,9.12,1390,1.12
205.12769,9.14,1390,1.12
205.20959,9.14,1390,1.12
205.29152,9.14,1390,1.12
205.37344,9.14,1390,1.12
205.45535,9.12,1390,1.12
205.53728,9.13,1390,1.12
205.61920,9.12,1390,1.12
205.70113,9.14,1390,1.12
205.78304,9.14,1390,1.11
205.86496,9.12,1390,1.12
205.94688,9.12,1390,1.12
206.02879,9.14,1390,1.12
206.11072,9.15,1390,1.12
206.19264,9.15,1390,1.12
206.27457,9.15,1390,1.12
206.35648,9.15,1390,1.12
206.43840,9.15,1390,1.12
206.52032,9.13,1390,1.12
206.60223,9.12,1390,1.12
206.68416,9.13,1390,1.12
206.76608,9.12,1390,1.12
206.84801,9.12,1390,1.12
206.92992,9.12,1390,1.12
207.01184,9.11,1390,1.12
207.09377,9.11,1390,1.12
207.17567,9.10,1390,1.12
207.25760,9.14,1390,1.12
207.33952,9.15,1390,1.12
207.42143,9.15,1390,1.12
207.50336,9.13,1390,1.12
207.58528,9.14,1390,1.12
207.66721,9.14,1390,1.13
207.74911,9.14,1390,1.13
207.83104,9.13,1390,1.13
207.91296,9.15,1390,1.12
207.99487,9.14,1390,1.12
208.07680,9.14,1390,1.12
208.15872,9.13,1390,1.12
208.24065,9.13,1390,1.12
208.32256,9.13,1390,1.12
208.40448,9.13,1390,1.12
208.48640,9.12,1390,1.12
208.56831,9.13,1390,1.12
208.65024,9.12,1390,1.13
208.73216,9.12,1390,1.13
208.81409,9.14,1390,1.13
208.89600,9.14,1390,1.13
208.97792,9.14,1390,1.13
209.05984,9.14,1390,1.13
209.14175,9.13,1390,1.13
209.22368,9.13,1390,1.13
209.30560,9.12,1390,1.13
209.38753,9.14,1390,1.13
209.46944,9.16,1390,1.13
209.55136,9.16,1390,1.14
209.63329,9.16,1390,1.14
209.71519,9.16,1390,1.14
209.79712,9.18,1390,1.14
209.87904,9.17,1390,1.14
209.96095,9.16,1390,1.15
210.04288,9.16,1390,1.16
210.12480,9.17,1390,1.17
210.20673,9.18,1390,1.17
210.28864,9.19,1400,1.18
210.37056,9.21,1400,1.18
210.45248,9.21,1410,1.18
210.53439,9.21,1410,1.17
210.61632,9.18,1410,1.17
210.69824,9.18,1410,1.17
210.78017,9.16,1410,1.17
210.86208,9.15,1410,1.17
210.94400,9.15,1410,1.17
211.02592,9.13,1410,1.17
211.10783,9.14,1410,1.17
211.18976,9.15,1410,1.17
211.27168,9.15,1410,1.18
211.35361,9.12,1410,1.18
211.43552,9.11,1410,1.18
211.51744,9.14,1410,1.17
211.59937,9.13,1410,1.17
211.68127,9.13,1410,1.17
211.76320,9.13,1410,1.17
211.84512,9.14,1410,1.17
211.92703,9.12,1410,1.17
212.00896,9.12,1410,1.17
212.09088,9.12,1410,1.17
212.17281,9.12,1410,1.17
212.25471,9.12,1410,1.17
212.33664,9.13,1410,1.17
212.41856,9.11,1410,1.17
212.50047,9.10,1410,1.17
212.58240,9.14,1410,1.17
212.66432,9.13,1410,1.17
212.74625,9.14,1410,1.17
212.82816,9.13,1410,1.17
212.91008,9.11,1410,1.17
212.99200,9.14,1410,1.18
213.07391,9.11,1410,1.18
213.15584,9.10,1410,1.17
213.23776,9.11,1410,1.17
213.31969,9.10,1410,1.17
213.40160,9.11,1410,1.17
213.48352,9.11,1410,1.17
213.56544,9.13,1410,1.17
213.64735,9.13,1410,1.17
213.72928,9.12,1410,1.17
213.81120,9.12,1410,1.17
213.89313,9.12,1410,1.17
213.97504,9.12,1410,1.17
214.05696,9.12,1410,1.17
214.13889,9.13,1410,1.17
214.22079,9.13,1410,1.17
214.30272,9.13,1410,1.17
214.38464,9.12,1410,1.17
214.46655,9.12,1410,1.17
214.54848,9.11,1410,1.17
214.63040,9.11,1410,1.17
214.71233,9.11,1410,1.17
214.79424,9.12,1410,1.17
214.87616,9.14,1410,1.18
214.95808,9.14,1410,1.18
215.03999,9.12,1410,1.18
215.12192,9.12,1410,1.18
215.20384,9.11,1410,1.18
215.28577,9.12,1410,1.17
215.36768,9.13,1410,1.17
215.44960,9.14,1410,1.17
215.53152,9.12,1410,1.18
215.61343,9.12,1410,1.18
215.69536,9.11,1410,1.17
215.77728,9.10,1410,1.17
215.85921,9.11,1410,1.17
215.94112,9.12,1410,1.17
216.02304,9.12,1410,1.17
216.10497,9.11,1410,1.17
216.18687,9.12,1410,1.17
216.26880,9.13,1410,1.17
216.35072,9.13,1410,1.17
216.43263,9.12,1410,1.18
216.51456,9.13,1410,1.18
216.59648,9.12,1410,1.18
216.67841,9.08,1410,1.18
216.76031,9.10,1410,1.17
216.84224,9.11,1410,1.17
216.92416,9.12,1410,1.17
217.00607,9.13,1410,1.17
217.08800,9.12,1410,1.17
217.16992,9.12,1410,1.17
217.25185,9.15,1410,1.17
217.33376,9.11,1410,1.17
217.41568,9.12,1410,1.17
217.49760,9.12,1410,1.16
217.57951,9.12,1410,1.15
217.66144,9.12,1410,1.16
217.74336,9.10,1410,1.16
217.82529,9.08,1410,1.15
217.90720,9.08,1410,1.15
217.98912,9.05,1410,1.14
218.07104,9.05,1410,1.13
218.15295,9.06,1410,1.12
218.23488,9.06,1410,1.10
218.31680,9.06,1410,1.09
218.39873,9.06,1400,1.07
218.48064,9.06,1400,1.05
218.56256,9.05,1390,1.03
218.64449,9.05,1380,1.03
218.72639,9.06,1370,1.03
218.80832,9.05,1360,1.03
218.89024,9.04,1350,1.03
218.97215,9.04,1340,1.03
219.05408,9.04,1330,1.03
219.13600,9.06,1330,1.04
219.21793,9.08,1320,1.04
219.29984,9.09,1320,1.04
219.38176,9.11,1310,1.03
219.46368,9.08,1310,1.03
219.54559,9.09,1300,1.02
219.62752,9.09,1300,1.03
219.70944,9.09,1290,1.03
219.79137,9.10,1290,1.02
219.87328,9.16,1290,1.01
219.95520,9.11,1290,1.02
220.03712,9.09,1290,1.02
220.11903,9.08,1290,1.02
220.20096,9.09,1280,1.02
220.28288,9.11,1280,1.02
220.36481,9.12,1280,1.02
220.44672,9.11,1280,1.02
220.52864,9.10,1280,1.02
220.61057,9.11,1280,1.03
220.69247,9.12,1280,1.03
220.77440,9.12,1280,1.03
220.85632,9.13,1280,1.02
220.93823,9.13,1280,1.02
221.02016,9.14,1280,1.01
221.10208,9.14,1280,1.02
221.18401,9.15,1280,1.02
221.26591,9.15,1280,1.03
221.34784,9.14,1280,1.03
221.42976,9.15,1280,1.02
221.51167,9.16,1280,1.00
221.59360,9.16,1280,0.99
221.67552,9.17,1280,0.97
221.75745,9.14,1280,0.96
221.83936,9.13,1270,0.96
221.92128,9.13,1270,0.96
222.00320,9.13,1260,0.96
222.08511,9.14,1260,0.96
222.16704,9.15,1250,0.96
222.24896,9.15,1250,0.96
222.33089,9.13,1240,0.96
222.41280,9.14,1240,0.96
222.49472,9.13,1230,0.96
222.57664,9.13,1230,0.95
222.65855,9.14,1220,0.94
222.74048,9.15,1220,0.91
222.82240,9.15,1210,0.89
222.90433,9.16,1210,0.85
222.98624,9.17,1200,0.80
223.06816,9.15,1190,0.77
223.15009,9.14,1180,0.74
223.23199,9.14,1160,0.75
223.31392,9.13,1140,0.75
223.39584,9.12,1120,0.74
223.47775,9.13,1100,0.73
223.55968,9.16,1090,0.71
223.64160,9.19,1080,0.70
223.72353,9.21,1070,0.69
223.80544,9.22,1060,0.68
223.88736,9.22,1050,0.68
223.96928,9.22,1040,0.68
224.05119,9.22,1040,0.68
224.13312,9.23,1030,0.67
224.21504,9.23,1030,0.67
224.29697,9.24,1020,0.67
224.37888,9.25,1020,0.66
224.46080,9.25,1020,0.65
224.54272,9.24,1020,0.64
224.62463,9.23,1020,0.62
224.70656,9.22,1020,0.61
224.78848,9.22,1010,0.60
224.87041,9.22,1010,0.57
224.95232,9.22,1000,0.54
225.03424,9.24,1000,0.52
225.11617,9.25,990,0.49
225.19807,9.25,980,0.49
225.28000,9.27,970,0.49
225.36192,9.28,960,0.50
225.44383,9.30,950,0.51
225.52576,9.32,940,0.51
225.60768,9.34,930,0.51
225.68961,9.38,920,0.52
225.77151,9.43,910,0.52
225.85344,9.48,910,0.52
225.93536,9.52,900,0.52
226.01727,9.54,900,0.52
226.09920,9.57,890,0.52
226.18112,9.60,890,0.52
226.26305,9.60,890,0.52
226.34496,9.59,890,0.52
226.42688,9.57,880,0.52
226.50880,9.54,880,0.52
226.59071,9.52,880,0.52
226.67264,9.49,880,0.52
226.75456,9.47,880,0.52
226.83649,9.44,880,0.52
226.91840,9.41,880,0.52
227.00032,9.40,880,0.52
227.08224,9.41,880,0.52
227.16415,9.43,880,0.52
227.24608,9.45,880,0.52
227.32800,9.48,880,0.52
227.40993,9.52,880,0.52
227.49184,9.53,880,0.52
227.57376,9.53,880,0.51
227.65569,9.53,890,0.51
227.73759,9.51,890,0.50
227.81952,9.48,890,0.50
227.90144,9.47,890,0.50
227.98335,9.46,890,0.51
228.06528,9.49,890,0.51
228.14720,9.53,890,0.50
228.22913,9.56,890,0.50
228.31104,9.56,890,0.50
228.39296,9.55,890,0.50
228.47488,9.54,890,0.50
228.55679,9.53,890,0.50
228.63872,9.51,890,0.50
228.72064,9.50,890,0.50
228.80257,9.51,890,0.51
228.88448,9.54,890,0.51
228.96640,9.58,890,0.51
229.04832,9.59,890,0.51
229.13023,9.59,890,0.51
229.21216,9.59,890,0.50
229.29408,9.56,890,0.50
229.37601,9.50,890,0.50
229.45792,9.55,890,0.51
229.53984,9.54,890,0.51
229.62177,9.54,890,0.51
229.70367,9.57,890,0.51
229.78560,9.63,890,0.51
229.86752,9.64,890,0.50
229.94943,9.63,890,0.50
230.03136,9.61,890,0.50
230.11328,9.60,890,0.51
230.19521,9.58,890,0.51
230.27711,9.62,890,0.51
230.35904,9.60,890,0.51
230.44096,9.64,890,0.51
230.52287,9.64,890,0.51
230.60480,9.66,890,0.51
230.68672,9.65,890,0.51
230.76865,9.62,890,0.51
230.85056,9.59,890,0.51
230.93248,9.61,890,0.51
231.01440,9.64,890,0.51
231.09631,9.64,890,0.51
231.17824,9.61,890,0.51
231.26016,9.63,890,0.51
231.34209,9.64,890,0.50
231.42400,9.65,890,0.50
231.50592,9.68,890,0.50
231.58784,9.64,890,0.50
231.66975,9.61,890,0.50
231.75168,9.59,890,0.50
231.83360,9.58,890,0.50
231.91553,9.61,890,0.50
231.99744,9.63,890,0.50
232.07936,9.62,890,0.51
232.16129,9.63,890,0.51
232.24319,9.63,890,0.51
232.32512,9.63,890,0.50
232.40704,9.61,890,0.50
232.48895,9.61,890,0.50
232.57088,9.64,890,0.50
232.65280,9.67,890,0.50
232.73473,9.69,890,0.51
232.81664,9.71,890,0.51
232.89856,9.71,890,0.50
232.98048,9.68,890,0.50
233.06239,9.64,890,0.50
233.14432,9.61,890,0.51
233.22624,9.57,890,0.51
233.30817,9.56,880,0.51
233.39008,9.55,880,0.51
233.47200,9.54,880,0.51
233.55392,9.56,880,0.51
233.63583,9.58,880,0.51
233.71776,9.59,880,0.51
233.79968,9.58,880,0.52
233.88161,9.57,880,0.51
233.96352,9.57,880,0.51
234.04544,9.56,880,0.51
234.12737,9.58,880,0.51
234.20927,9.57,880,0.51
234.29120,9.59,870,0.51
234.37312,9.61,870,0.52
234.45505,9.63,870,0.53
234.53696,9.64,870,0.52
234.61888,9.71,870,0.52
234.70081,9.66,870,0.52
234.78271,9.65,870,0.51
234.86464,9.63,870,0.51
234.94656,9.61,870,0.51
235.02847,9.59,870,0.51
235.11040,9.57,870,0.51
235.19232,9.57,870,0.51
235.27425,9.62,870,0.50
235.35616,9.64,870,0.51
235.43808,9.63,870,0.51
235.52000,9.61,870,0.51
235.60191,9.67,870,0.51
235.68384,9.64,870,0.51
235.76576,9.61,870,0.51
235.84769,9.60,870,0.51
235.92960,9.62,870,0.51
236.01152,9.64,870,0.51
236.09344,9.63,870,0.51
236.17535,9.67,870,0.51
236.25728,9.69,870,0.51
236.33920,9.67,870,0.51
236.42113,9.64,870,0.50
236.50304,9.61,870,0.51
236.58496,9.60,870,0.51
236.66689,9.60,870,0.51
236.74879,9.60,870,0.51
236.83072,9.60,880,0.51
236.91264,9.62,880,0.51
236.99455,9.62,880,0.51
237.07648,9.62,880,0.51
237.15840,9.62,890,0.51
237.24033,9.60,890,0.50
237.32224,9.61,890,0.50
237.40416,9.66,890,0.50
237.48608,9.69,890,0.50
237.56799,9.70,890,0.51
237.64992,9.69,890,0.51
237.73184,9.65,890,0.50
237.81377,9.64,890,0.50
237.89568,9.62,890,0.50
237.97760,9.62,890,0.51
238.05952,9.60,890,0.51
238.14143,9.58,890,0.52
238.22336,9.59,890,0.52
238.30528,9.61,890,0.52
238.38721,9.65,880,0.51
238.46912,9.69,880,0.52
238.55104,9.72,880,0.52
238.63297,9.71,880,0.52
238.71487,9.68,880,0.51
238.79680,9.63,880,0.51
238.87872,9.59,880,0.51
238.96065,9.62,880,0.51
239.04256,9.64,880,0.51
239.12448,9.67,880,0.52
239.20641,9.68,880,0.52
239.28831,9.67,880,0.52
239.37024,9.65,880,0.51
239.45216,9.64,880,0.51
239.53407,9.59,880,0.51
239.61600,9.62,880,0.51
239.69792,9.60,880,0.51
239.77985,9.58,880,0.51
239.86176,9.59,870,0.51
239.94368,9.63,870,0.52
240.02560,9.64,870,0.52
240.10751,9.64,870,0.52
240.18944,9.63,870,0.53
240.27136,9.62,870,0.53
240.35329,9.63,860,0.53
240.43520,9.63,860,0.53
240.51712,9.64,860,0.53
240.59904,9.63,860,0.53
240.68095,9.61,860,0.53
240.76288,9.58,860,0.54
240.84480,9.55,860,0.54
240.92673,9.54,860,0.54
241.00864,9.55,850,0.54
241.09056,9.60,850,0.54
241.17249,9.65,850,0.54
241.25439,9.66,850,0.54
241.33632,9.67,850,0.55
241.41824,9.66,850,0.55
241.50015,9.60,840,0.55
241.58208,9.55,840,0.55
241.66400,9.54,830,0.55
241.74593,9.55,830,0.56
241.82784,9.59,830,0.56
241.90976,9.60,830,0.56
241.99168,9.61,830,0.56
242.07359,9.65,830,0.56
242.15552,9.66,820,0.56
242.23744,9.65,820,0.57
242.31937,9.66,820,0.57
242.40128,9.66,820,0.58
242.48320,9.63,810,0.58
242.56512,9.65,810,0.58
242.64703,9.67,800,0.58
242.72896,9.65,800,0.58
242.81088,9.63,800,0.58
242.89281,9.60,800,0.58
242.97472,9.58,800,0.58
243.05664,9.58,800,0.58
243.13857,9.56,800,0.58
243.22047,9.55,800,0.58
243.30240,9.54,800,0.58
243.38432,9.52,800,0.59
243.46625,9.53,790,0.59
243.54816,9.54,790,0.60
243.63008,9.56,790,0.60
243.71201,9.58,790,0.59
243.79391,9.57,790,0.59
243.87584,9.54,790,0.59
243.95776,9.52,790,0.59
244.03967,9.49,790,0.60
244.12160,9.47,790,0.60
244.20352,9.47,790,0.60
244.28545,9.51,780,0.60
244.36736,9.57,780,0.60
244.44928,9.64,780,0.60
244.53120,9.67,780,0.60
244.61311,9.68,780,0.60
244.69504,9.65,780,0.61
244.77696,9.61,770,0.61
244.85889,9.56,770,0.61
244.94080,9.55,770,0.61
245.02272,9.56,770,0.61
245.10464,9.58,770,0.61
245.18655,9.59,770,0.61
245.26848,9.61,770,0.61
245.35040,9.60,770,0.61
245.43233,9.60,760,0.61
245.51424,9.58,760,0.62
245.59616,9.56,760,0.62
245.67809,9.56,760,0.62
245.75999,9.57,750,0.62
245.84192,9.56,750,0.62
245.92384,9.57,750,0.62
246.00575,9.56,750,0.62
246.08768,9.56,750,0.62
246.16960,9.56,750,0.63
246.25153,9.55,750,0.63
246.33344,9.54,750,0.63
246.41536,9.54,750,0.63
246.49728,9.55,750,0.63
246.57919,9.56,740,0.63
246.66112,9.57,740,0.64
246.74304,9.57,740,0.64
246.82497,9.56,740,0.64
246.90688,9.55,740,0.64
246.98880,9.54,740,0.64
247.07072,9.54,730,0.64
247.15263,9.54,730,0.64
247.23456,9.54,730,0.64
247.31648,9.54,730,0.64
247.39841,9.54,730,0.64
247.48032,9.54,730,0.64
247.56224,9.55,730,0.64
247.64417,9.55,730,0.64
247.72607,9.58,730,0.64
247.80800,9.58,730,0.64
247.88992,9.58,730,0.64
247.97185,9.58,730,0.65
248.05376,9.55,730,0.65
248.13568,9.55,730,0.65
248.21761,9.54,730,0.65
248.29951,9.53,730,0.65
248.38144,9.51,720,0.65
248.46336,9.52,720,0.65
248.54527,9.54,720,0.65
248.62720,9.54,720,0.66
248.70912,9.56,720,0.66
248.79105,9.58,720,0.66
248.87296,9.57,720,0.67
248.95488,9.57,720,0.70
249.03680,9.56,720,0.74
249.11871,9.56,730,0.85
249.20064,9.56,730,0.95
249.28256,9.56,730,1.00
249.36449,9.55,730,1.04
249.44640,9.54,760,1.02
249.52832,9.52,790,1.00
249.61024,9.43,830,0.97
249.69215,9.28,860,0.94
249.77408,9.14,890,0.94
249.85600,9.05,910,0.93
249.93793,9.03,930,0.93
250.01984,9.09,950,0.92
250.10176,9.18,960,0.92
250.18369,9.26,970,0.92
250.26559,9.31,980,0.92
250.34752,9.34,990,0.92
250.42944,9.37,1000,0.92
250.51135,9.39,1000,0.91
250.59328,9.39,1010,0.92
250.67520,9.38,1010,0.92
250.75713,9.33,1010,0.92
250.83904,9.35,1010,0.92
250.92096,9.35,1010,0.93
251.00288,9.36,1010,0.93
251.08479,9.37,1020,0.92
251.16672,9.36,1020,0.92
251.24864,9.35,1020,0.92
251.33057,9.34,1020,0.91
251.41248,9.33,1020,0.91
251.49440,9.32,1020,0.91
251.57632,9.32,1020,0.91
251.65823,9.31,1020,0.91
251.74016,9.30,1020,0.91
251.82208,9.30,1020,0.91
251.90401,9.31,1020,0.91
251.98592,9.32,1020,0.91
252.06784,9.31,1020,0.90
252.14977,9.29,1020,0.90
252.23167,9.28,1020,0.90
252.31360,9.28,1020,0.90
252.39552,9.27,1020,0.90
252.47745,9.27,1010,0.90
252.55936,9.26,1010,0.86
252.64128,9.26,1010,0.82
252.72321,9.27,1010,0.75
252.80511,9.26,1000,0.68
252.88704,9.27,990,0.64
252.96896,9.27,970,0.59
253.05087,9.26,940,0.60
253.13280,9.24,900,0.62
253.21472,9.25,900,0.65
253.29665,9.26,900,0.67
253.37856,9.28,870,0.67
253.46048,9.29,830,0.67
253.54240,9.32,810,0.67
253.62431,9.38,790,0.66
253.70624,9.46,790,0.65
253.78816,9.54,790,0.65
253.87009,9.63,780,0.65
253.95200,9.66,770,0.65
254.03392,9.70,760,0.65
254.11584,9.70,750,0.65
254.19775,9.70,750,0.65
254.27968,9.69,750,0.65
254.36160,9.66,750,0.65
254.44353,9.62,740,0.66
254.52544,9.58,740,0.66
254.60736,9.56,730,0.66
254.68929,9.54,730,0.66
254.77119,9.53,730,0.66
254.85312,9.52,730,0.67
254.93504,9.51,720,0.67
255.01695,9.48,720,0.67
255.09888,9.47,710,0.67
255.18080,9.46,710,0.67
255.26273,9.47,710,0.67
255.34464,9.47,710,0.67
255.42656,9.47,710,0.67
255.50848,9.47,710,0.68
255.59039,9.48,700,0.68
255.67232,9.46,700,0.68
255.75424,9.47,700,0.68
255.83617,9.47,700,0.69
255.91808,9.48,690,0.69
256.00000,9.49,690,0.69
256.08191,9.50,690,0.69
256.16385,9.50,690,0.69
256.24576,9.51,690,0.69
256.32767,9.52,690,0.70
256.40961,9.49,680,0.70
256.49152,9.48,680,0.69
256.57343,9.46,680,0.69
256.65536,9.46,680,0.69
256.73727,9.47,680,0.68
256.81921,9.46,690,0.68
256.90112,9.47,690,0.67
256.98303,9.47,690,0.67
257.06497,9.47,690,0.67
257.14688,9.46,690,0.67
257.22879,9.47,690,0.67
257.31073,9.49,690,0.67
257.39264,9.50,690,0.67
257.47455,9.53,690,0.67
257.55649,9.53,690,0.67
257.63840,9.53,690,0.67
257.72031,9.53,690,0.67
257.80225,9.54,690,0.68
257.88416,9.51,690,0.68
257.96609,9.55,690,0.68
258.04800,9.55,690,0.68
258.12991,9.55,690,0.68
258.21185,9.54,690,0.68
258.29376,9.54,690,0.68
258.37567,9.54,690,0.68
258.45761,9.56,690,0.68
258.53952,9.55,690,0.67
258.62143,9.57,690,0.68
258.70337,9.57,690,0.68
258.78528,9.57,690,0.68
258.86719,9.56,690,0.68
258.94913,9.55,690,0.68
259.03104,9.54,690,0.68
259.11295,9.54,690,0.68
259.19489,9.55,690,0.68
259.27679,9.54,690,0.68
259.35873,9.54,690,0.68
259.44064,9.53,690,0.69
259.52255,9.54,680,0.69
259.60449,9.54,680,0.70
259.68640,9.54,680,0.70
259.76831,9.53,680,0.71
259.85025,9.54,670,0.72
259.93216,9.54,670,0.73
260.01407,9.55,660,0.73
260.09601,9.56,660,0.74
260.17792,9.58,660,0.74
260.25983,9.59,660,0.75
260.34177,9.58,650,0.76
260.42368,9.57,650,0.76
260.50562,9.58,640,0.77
260.58752,9.54,640,0.77
260.66943,9.53,640,0.78
260.75137,9.54,640,0.78
260.83328,9.53,630,0.78
260.91519,9.53,630,0.78
260.99713,9.53,620,0.78
261.07904,9.53,620,0.78
261.16095,9.54,620,0.78
261.24289,9.54,620,0.78
261.32480,9.54,620,0.78
261.40671,9.52,620,0.78
261.48865,9.51,620,0.78
261.57056,9.51,620,0.78
261.65247,9.50,620,0.79
261.73441,9.52,620,0.79
261.81631,9.50,610,0.79
261.89825,9.51,610,0.80
261.98016,9.51,610,0.80
262.06207,9.52,610,0.80
262.14401,9.53,600,0.79
262.22592,9.54,610,0.79
262.30783,9.55,610,0.78
262.38977,9.56,610,0.78
262.47168,9.57,610,0.78
262.55359,9.54,610,0.78
262.63553,9.54,610,0.78
262.71744,9.53,610,0.78
262.79935,9.52,610,0.78
262.88129,9.53,610,0.79
262.96320,9.53,610,0.79
263.04510,9.54,610,0.79
263.12704,9.54,600,0.79
263.20895,9.55,600,0.80
263.29089,9.55,600,0.80
263.37280,9.56,600,0.80
263.45471,9.59,600,0.80
263.53665,9.57,600,0.80
263.61856,9.57,600,0.79
263.70047,9.56,600,0.80
263.78241,9.54,600,0.80
263.86432,9.56,600,0.80
263.94623,9.56,600,0.80
264.02817,9.56,600,0.80
264.11008,9.55,600,0.80
264.19199,9.54,600,0.81
264.27393,9.54,600,0.82
264.35583,9.54,600,0.82
264.43777,9.55,590,0.81
264.51968,9.54,590,0.82
264.60159,9.54,590,0.82
264.68353,9.56,590,0.82
264.76544,9.55,590,0.81
264.84735,9.56,590,0.81
264.92929,9.53,590,0.81
265.01120,9.55,590,0.82
265.09311,9.54,590,0.82
265.17505,9.53,590,0.82
265.25696,9.53,590,0.82
265.33887,9.51,590,0.82
265.42081,9.52,590,0.81
265.50272,9.52,590,0.81
265.58463,9.52,590,0.81
265.66656,9.54,590,0.81
265.74847,9.52,590,0.80
265.83041,9.52,590,0.81
265.91232,9.51,590,0.81
265.99423,9.51,590,0.81
266.07617,9.53,590,0.82
266.15808,9.52,590,0.82
266.23999,9.54,590,0.82
266.32193,9.53,590,0.82
266.40384,9.54,590,0.82
266.48575,9.54,590,0.82
266.56769,9.54,590,0.81
266.64960,9.54,590,0.82
266.73151,9.52,590,0.82
266.81345,9.52,590,0.82
266.89536,9.53,590,0.81
266.97729,9.52,590,0.81
267.05920,9.54,590,0.81
267.14111,9.52,590,0.81
267.22305,9.53,590,0.81
267.30496,9.52,590,0.81
267.38687,9.51,590,0.81
267.46881,9.52,590,0.81
267.55072,9.52,590,0.81
267.63263,9.52,590,0.82
267.71457,9.50,590,0.82
267.79648,9.49,590,0.82
267.87839,9.50,590,0.81
267.96033,9.48,590,0.81
268.04224,9.50,590,0.80
268.12415,9.49,590,0.81
268.20609,9.50,590,0.81
268.28799,9.51,590,0.81
268.36993,9.51,590,0.80
268.45184,9.52,590,0.80
268.53375,9.52,590,0.80
268.61569,9.53,590,0.81
268.69760,9.53,590,0.82
268.77951,9.51,590,0.82
268.86145,9.52,590,0.82
268.94336,9.50,590,0.82
269.02527,9.49,590,0.82
269.10721,9.49,590,0.82
269.18912,9.48,590,0.81
269.27103,9.51,590,0.81
269.35297,9.52,590,0.81
269.43488,9.53,590,0.81
269.51682,9.54,590,0.81
269.59872,9.54,590,0.81
269.68063,9.54,590,0.81
269.76257,9.52,590,0.82
269.84448,9.53,590,0.82
269.92639,9.52,590,0.81
270.00833,9.52,590,0.80
270.09024,9.53,590,0.81
270.17215,9.53,590,0.81
270.25409,9.54,590,0.81
270.33600,9.54,590,0.81
270.41791,9.54,590,0.81
270.49985,9.54,590,0.81
270.58176,9.52,590,0.81
270.66367,9.51,590,0.81
270.74561,9.48,590,0.82
270.82751,9.50,590,0.82
270.90945,9.48,590,0.82
270.99136,9.47,590,0.81
271.07327,9.50,590,0.81
271.15521,9.50,590,0.81
271.23712,9.52,590,0.81
271.31903,9.52,590,0.81
271.40097,9.54,590,0.82
271.48288,9.54,590,0.82
271.56479,9.52,590,0.82
271.64673,9.52,590,0.82
271.72864,9.51,590,0.82
271.81055,9.50,590,0.81
271.89249,9.50,590,0.81
271.97440,9.49,590,0.81
272.05630,9.48,590,0.81
272.13824,9.45,590,0.81
272.22015,9.48,590,0.81
272.30209,9.50,590,0.81
272.38400,9.50,590,0.81
272.46591,9.51,590,0.81
272.54785,9.49,590,0.81
272.62976,9.50,590,0.81
272.71167,9.49,590,0.81
272.79361,9.48,590,0.81
272.87552,9.50,590,0.81
272.95743,9.49,590,0.81
273.03937,9.49,590,0.82
273.12128,9.48,590,0.82
273.20319,9.47,590,0.82
273.28513,9.48,590,0.81
273.36703,9.47,590,0.82
273.44897,9.48,590,0.82
273.53088,9.47,590,0.81
273.61279,9.48,590,0.80
273.69473,9.49,590,0.81
273.77664,9.50,590,0.81
273.85855,9.52,590,0.81
273.94049,9.51,590,0.81
274.02240,9.51,590,0.81
274.10431,9.50,590,0.81
274.18625,9.47,590,0.81
274.26816,9.50,590,0.81
274.35007,9.48,590,0.82
274.43201,9.49,590,0.82
274.51392,9.49,590,0.82
274.59583,9.55,590,0.81
274.67776,9.56,590,0.81
274.75967,9.54,590,0.81
274.84161,9.46,590,0.81
274.92352,9.48,590,0.81
275.00543,9.49,590,0.81
275.08737,9.50,590,0.81
275.16928,9.48,590,0.81
275.25119,9.50,590,0.81
275.33313,9.48,590,0.81
275.41504,9.49,590,0.80
275.49695,9.50,600,0.80
275.57889,9.49,600,0.79
275.66080,9.49,600,0.79
275.74271,9.48,600,0.78
275.82465,9.49,600,0.78
275.90656,9.47,600,0.78
275.98849,9.45,600,0.78
276.07040,9.44,600,0.78
276.15231,9.42,600,0.78
276.23425,9.43,600,0.79
276.31616,9.42,600,0.79
276.39807,9.44,600,0.80
276.48001,9.45,600,0.80
276.56192,9.44,590,0.81
276.64383,9.45,590,0.82
276.72577,9.47,590,0.82
276.80768,9.48,590,0.82
276.88959,9.46,580,0.82
276.97153,9.46,580,0.82
277.05344,9.47,580,0.82
277.13535,9.46,580,0.82
277.21729,9.47,580,0.82
277.29919,9.46,580,0.82
277.38113,9.45,580,0.82
277.46304,9.44,580,0.82
277.54495,9.43,580,0.81
277.62689,9.44,580,0.81
277.70880,9.41,580,0.81
277.79071,9.40,580,0.81
277.87265,9.40,580,0.81
277.95456,9.38,580,0.81
278.03647,9.41,580,0.81
278.11841,9.41,580,0.81
278.20032,9.43,580,0.81
278.28223,9.44,580,0.81
